Group,Customer_Segment,Sales_Before,Sales_After,Customer_Satisfaction_Before,Customer_Satisfaction_After,Purchase_Made
Treatment,Medium Value,220.8728315,336.6596209,85.43459752,100,No
Treatment,Low Value,114.4951302,193.4673441,,66.49717083,
Treatment,Low Value,188.2486141,296.1502332,61.46807147,,No
Control,Low Value,131.8509965,,52.25695102,50.94058975,Yes
Treatment,Low Value,109.5461606,,,57.43528841,No
Control,High Value,346.1781859,409.6066031,74.3674413,64.48940165,No
Control,Low Value,185.9904003,221.9768688,56.94409626,57.46802142,No
Treatment,High Value,190.2727513,299.8108763,77.23243157,77.91984488,Yes
Treatment,High Value,149.3744133,238.3627684,82.41662095,69.57997668,No
Control,Low Value,177.60037,212.7985562,44.24970085,53.32273262,No
Treatment,High Value,217.9766189,343.6213607,66.75782721,90.53893035,Yes
Control,Low Value,230.8557357,272.4196191,52.36760276,52.02255633,Yes
Control,Low Value,155.6468154,176.1466653,,59.62650156,
Treatment,,184.1750095,294.9838805,,98.50390441,Yes
Treatment,Low Value,152.6719042,231.3636786,54.19701388,67.67837964,Yes
Control,Medium Value,,242.0695288,79.64556535,73.68037108,Yes
Control,High Value,118.1952413,133.5327474,100,,No
Control,Medium Value,168.1545632,201.523131,,87.82873152,
,High Value,273.2178607,321.8595804,91.68949355,100,No
,,142.080503,229.8136447,58.22876726,76,No
Treatment,High Value,289.862581,461.939898,70.24902619,100,Yes
,,275.0052112,429.3461441,83.35833064,100,Yes
Treatment,Low Value,241.6021832,369.3775827,60.67271777,58.24820359,
,High Value,228.5971939,369.8707929,,100,No
Control,Low Value,183.8528509,225.0774846,54.1548175,42.43138104,No
Treatment,Medium Value,228.3388099,348.1276398,76.36142739,97.9279033,No
Treatment,Low Value,,399.8349692,,60.68623155,No
Treatment,,248.7040755,387.5577972,,44.21771088,No
Treatment,High Value,,316.8969556,85.6640052,93.89321446,Yes
Treatment,,169.1814641,262.3500905,76.76838763,99.83901708,Yes
Control,Low Value,142.2841963,,47.9477131,36.80340419,No
Control,Medium Value,,315.5313457,,79.94518829,Yes
Control,,163.9821949,198.3368447,58.0416141,49.25987955,Yes
Treatment,High Value,218.7673291,332.5731467,65.70411386,92.15884,No
Control,Low Value,267.3979353,316.8463215,56.48511994,62.57517234,Yes
,High Value,286.8872241,354.7545569,71.00899545,100,No
Treatment,Low Value,253.0901182,390.3461303,47.37401312,43.40169147,No
Treatment,Medium Value,173.5958012,261.1242999,81.28756659,,Yes
Treatment,Low Value,,111.6157972,55.03913367,53.54669229,No
Control,Low Value,178.6371634,211.8506299,55.2237191,68.29028056,
Control,Medium Value,136.0965626,,68.13742208,86.33688247,Yes
Treatment,Medium Value,112.4437465,185.9863254,87.60934364,87.61108928,Yes
Treatment,Low Value,239.8019475,370.0987409,71.5442524,76,
Control,High Value,179.8760493,219.7027056,95.67036004,100,Yes
Control,Low Value,153.8927023,182.5387289,32.58511619,22.72984004,No
Treatment,Medium Value,188.2689041,285.2541467,72.88397607,81.86834993,Yes
Treatment,High Value,315.712895,506.0497555,74.8305741,95.93031309,
Control,Medium Value,205.3204313,256.8474939,64.01900054,83.15385168,Yes
,,260.9984106,408.0182033,,78.6796389,No
Control,High Value,209.5455439,245.5971703,,95.01212014,No
Control,Medium Value,135.6871034,155.3492911,56.20107758,59.85945509,Yes
Control,,,,66.296507,,No
Control,Medium Value,211.2908349,,79.73699457,90.53132487,Yes
Treatment,Medium Value,219.6698728,342.0470753,87.07498813,,No
Treatment,Medium Value,237.1552861,376.9561339,83.68179128,,No
Control,Medium Value,,284.8744369,,70.69676467,No
,Medium Value,,298.3717427,67.93911772,77.75569979,Yes
Control,Medium Value,170.7025852,205.1342678,62.55698495,68.83683148,Yes
Control,Medium Value,300.4580978,346.9507193,80.11145754,96.79773471,No
Control,,203.8462203,243.7668889,51.92927871,49.96011247,No
Treatment,,164.8643994,261.6293436,46.70069797,48.48477066,Yes
Treatment,Medium Value,162.6664113,,,99.05916808,
Treatment,,106.5339111,155.5552266,,54.56850277,
Treatment,,238.8834458,369.7678818,,100,Yes
Control,Low Value,208.2336665,242.2195455,48.57199782,46.13101475,Yes
,Medium Value,179.8393383,211.7036017,79.79321205,68.77214655,No
Control,Medium Value,223.8225232,254.9215947,68.56571686,64.38784561,No
Control,Low Value,128.6748884,156.8922159,47.22395675,57.83295736,Yes
Control,Medium Value,262.6973099,320.7811086,84.28819838,78.54656979,Yes
,High Value,198.1744056,294.1644718,80.62593421,87.08370501,No
Control,High Value,240.210691,288.4180986,92.25729374,,No
Treatment,Medium Value,215.2292978,332.6570892,,76.71995957,Yes
Treatment,High Value,120.3902537,190.2140141,,77.34585476,No
Treatment,High Value,274.8092784,439.9940137,,100,No
Treatment,Low Value,150.1242481,224.6457355,,,No
Control,,234.8676163,289.0827276,88.6600756,89.92488113,Yes
,Low Value,123.3566283,203.2398424,,55.07777299,No
Treatment,Medium Value,186.7461833,276.015288,,67.23219933,Yes
Treatment,Low Value,207.8284483,329.9909154,,74.69987377,No
Control,,153.0380941,177.246351,84.90137242,91.51460289,No
,Medium Value,156.4796109,190.5737005,77.76580443,79.2355691,Yes
,Medium Value,211.3850089,247.7287544,79.34779446,,Yes
Treatment,Medium Value,201.1971582,308.0101488,,94.17749698,Yes
Treatment,Medium Value,222.9536195,341.1863766,79.4734884,71.16129553,No
,Low Value,174.7438773,203.3794455,69.40144211,73.33962518,Yes
Treatment,Medium Value,232.8625788,367.7990854,67.45341566,66.07401595,No
Control,High Value,197.4775081,239.0220823,94.75079901,100,Yes
Control,High Value,265.0994409,,100,,Yes
Treatment,Medium Value,,,89.69831532,100,No
Treatment,High Value,,326.3718993,91.07828585,87.89969509,No
Treatment,Low Value,223.0854149,349.4244001,59.15384138,76,Yes
Treatment,Low Value,160.9761117,244.0492502,51.38250345,72.85302719,
Control,Medium Value,150.5274313,176.532525,75.29311575,,Yes
Control,,287.2091006,349.2321614,68.05595163,75.92051121,
Control,Medium Value,,250.1441549,82.30284253,77.117208,Yes
Control,High Value,251.833088,308.8203541,100,,Yes
Control,High Value,111.047163,114.9906734,73.70090532,,Yes
Treatment,,246.0019679,393.0335368,53.05369614,74.06062497,
Control,,375.3144319,,83.81541486,92.02782858,Yes
Control,Low Value,241.553425,294.1067666,51.1915072,50.61095327,
,High Value,316.0574234,367.1941321,85.40537803,92.91909051,No
Treatment,Low Value,168.6392033,257.8495904,45.6164069,49.8288153,No
Treatment,Medium Value,231.1142686,355.7489499,72.09768854,81.67388543,Yes
Treatment,High Value,261.623349,408.0748766,,100,Yes
Treatment,Low Value,159.1963668,259.8515101,,58.19591204,No
Control,High Value,225.4795422,270.7915838,,100,Yes
Control,Medium Value,161.242851,199.6280999,61.54858033,63.59451992,No
Treatment,,161.9471454,261.4043034,44.6422699,,
Treatment,High Value,274.9496815,,100,100,No
Control,,137.7219513,165.622336,80.7769058,74.29545477,Yes
Control,Medium Value,256.676626,314.5635561,86.07667917,97.91635028,Yes
Treatment,,,178.5327116,50.30918876,32.36539119,Yes
Treatment,Low Value,190.434029,300.3899028,44.22969061,47.20999789,No
Treatment,High Value,247.358906,397.8309965,84.50321875,94.33104943,No
Treatment,,268.4522028,,88.63660702,100,Yes
Control,,199.8455354,242.3688758,76.23979622,87.23288154,Yes
Control,Medium Value,161.6673366,199.2200888,,,Yes
Control,Low Value,194.8934723,230.8376502,52.75073185,,No
Treatment,High Value,340.1994553,555.6109114,,88.04189842,No
Treatment,High Value,224.1696551,337.5832039,78.7093535,75.41696749,Yes
,Low Value,155.5296041,175.2871362,47.53222863,54.23933861,Yes
Control,,,201.9820696,53.35298231,60.35188614,No
Control,Medium Value,215.3638715,253.4986214,52.69814264,51.60840713,No
Control,,,232.8688176,75.67053105,90.77073928,
Treatment,Low Value,,278.7631556,54.93443013,56.5472092,Yes
Control,Low Value,255.1329962,307.5450232,54.22881524,49.46293718,
Control,High Value,270.499434,314.3984061,100,100,No
Control,Low Value,,213.2278573,57.84517969,,Yes
Control,Low Value,,226.474411,53.47558783,48.79326383,Yes
Control,High Value,231.0584971,272.2458797,98.26277194,96.07877015,No
Control,Low Value,219.8690475,262.0463943,50.36320376,,
,Medium Value,267.2133345,315.8032592,78.0265781,84.77453233,Yes
Treatment,Medium Value,189.3791765,297.522321,81.15175646,71.53976422,Yes
Treatment,High Value,169.0630531,258.0224734,58.20302536,73.34771554,No
Treatment,,160.3116946,260.0790022,66.86441742,71.43977987,Yes
Treatment,Medium Value,160.8961444,,73.43743442,,No
Control,Medium Value,129.5006529,145.1401432,78.15397447,64.50321705,Yes
Treatment,,,420.0778167,81.74541972,,Yes
Treatment,Medium Value,248.7932819,395.3543346,,72.4157432,Yes
Control,Low Value,88.8755192,98.62751341,51.49559422,,No
Control,,192.7404042,222.4364962,56.52969498,,
Treatment,Low Value,171.9040817,271.9265994,,76,No
Treatment,Low Value,170.9957799,277.9525927,53.69899091,,Yes
Control,Medium Value,,109.8774326,,67.75007815,Yes
Treatment,High Value,224.2408757,346.6071812,100,100,Yes
Control,High Value,232.5113249,256.6256676,63.06286139,93.37999232,
Control,Medium Value,,184.2046528,69.8938987,,Yes
Control,Medium Value,290.7450851,354.9560033,65.34838678,74.41778817,No
Control,High Value,270.1013147,315.440504,97.75153697,100,No
Treatment,,173.4697656,263.6057317,90.28134836,89.51932213,No
,Medium Value,254.2541239,305.6231769,61.80676074,48.25703606,No
,Medium Value,,232.3597596,77.45738856,76.15726725,Yes
Treatment,Low Value,237.0115314,361.1473901,47.72744663,37.0513156,Yes
Control,Low Value,,,52.96179412,42.94497366,Yes
Treatment,High Value,234.1345617,369.5486201,84.91287522,83.11956927,No
Treatment,Medium Value,143.2764764,219.7153521,78.15695817,,No
,High Value,186.2105564,,82.54200016,86.45764512,Yes
Control,,106.2063684,131.8192987,30.30831625,20.98569572,Yes
,Low Value,129.2019008,211.8924678,45.84193074,38.32411054,Yes
Treatment,High Value,163.5747518,266.5705255,90.74983583,98.34173585,
Control,Low Value,116.7841629,132.6673589,49.19475966,56.48279335,Yes
Treatment,Medium Value,,,84.2503924,81.37806641,No
Treatment,High Value,131.9133775,203.5466652,77.67863229,82.60663015,
Treatment,Medium Value,218.779224,,78.89906751,85.85758147,No
Treatment,Medium Value,,394.8960435,77.97135252,100,Yes
Treatment,,144.5005693,225.0686529,54.7284172,71.20530797,Yes
Control,Medium Value,205.524408,245.259126,74.00727546,84.85521751,Yes
,,209.6432393,319.7245357,86.86576275,65.9479921,No
Treatment,Medium Value,176.5620829,275.7063908,74.48040034,93.84733771,Yes
Control,Medium Value,,,66.10344613,77.55125369,No
Control,Medium Value,148.8860386,176.2357859,,68.79883151,Yes
Control,Medium Value,283.5813149,335.8486134,68.22894118,92.7993157,No
,,210.7254722,328.7788273,,,
Control,Low Value,174.2756669,210.0652518,48.71249517,,Yes
Treatment,High Value,114.9746802,171.5084751,86.38188259,81.31302436,Yes
Treatment,Low Value,220.2602593,339.2378687,64.7025414,65.15471969,Yes
Control,High Value,176.7098049,203.0620585,84.74626974,65.73877868,Yes
Control,High Value,162.9775742,196.4473759,100,100,Yes
,High Value,167.1480712,256.089391,97.14342462,100,Yes
Control,High Value,245.3187751,302.3066228,95.39344094,91.43901179,No
,High Value,229.1884881,360.3703569,92.27659067,86.33318246,No
Control,Medium Value,252.3612677,305.8496014,71.83244936,90.45647402,No
,Low Value,240.1726533,287.9926735,,57.07874892,Yes
Control,Low Value,171.5407256,209.634115,67.71752669,70.0187422,No
Treatment,Medium Value,195.4949572,290.4619539,81.45310036,78.38858743,No
Control,,221.5694231,264.4403197,88.65150716,,No
Treatment,Low Value,124.6062222,,,55.89632951,No
Treatment,Medium Value,148.4899732,239.2353558,77.00837401,63.4274879,Yes
Treatment,,199.5027271,299.5018501,60.7184046,69.96106928,No
Treatment,Low Value,182.6594645,,48.42572579,56.26323019,No
Control,Low Value,182.0896243,,38.86963582,44.7818989,Yes
Treatment,High Value,,352.4919862,84.17690541,77.09079996,No
Treatment,,175.4659807,271.2028947,100,100,Yes
Control,Low Value,,343.5919663,52.17292323,48.27821572,No
Treatment,High Value,,316.8969556,100,100,Yes
Control,Medium Value,173.4133595,209.4581158,,,Yes
Treatment,High Value,248.2418118,395.3917675,94.27558231,100,No
Control,High Value,188.6284423,227.3097885,86.71297099,100,Yes
,,206.4357825,320.4184838,47.3637779,58.35624354,Yes
Control,High Value,252.5234938,307.1611462,85.97588631,50.72086957,Yes
Treatment,Medium Value,231.6369985,372.1030929,63.50181961,50.30487105,No
Treatment,High Value,163.4825748,247.7821905,89.08988708,82.54558885,Yes
Control,Low Value,326.3066969,401.0745146,,71.08492509,No
Control,High Value,303.5696861,359.1796229,86.19034369,100,No
Control,Low Value,277.57014,334.1750212,56.90589411,,Yes
Control,,178.34976,214.8464916,52.11249507,62.92363856,Yes
Treatment,Low Value,198.4079415,311.0142825,60.46934701,67.9074259,No
Treatment,,194.2950622,290.0351493,70.93628765,65.89510102,No
Control,Low Value,158.9924335,182.9594276,64.17425435,68.68912288,Yes
,Medium Value,,384.10988,64.30129821,66.50506152,No
Control,Medium Value,162.403576,189.753807,84.37187818,78.18465907,No
Control,Medium Value,242.1310722,292.6219438,72.83937255,92.43961924,Yes
Treatment,Low Value,,264.321108,62.71239581,,No
Treatment,,251.5816206,372.8646902,75.12519802,73.04436733,No
Treatment,Medium Value,,426.1078983,70.96141245,67.34428969,Yes
Treatment,,,340.1148687,91.85610277,97.30442101,
Treatment,,279.7518067,424.8850904,87.7841353,96.55257215,Yes
Treatment,Low Value,168.2053853,258.631596,56.35020673,44.55731373,Yes
Treatment,Low Value,137.409127,206.8204002,52.5859811,67.39848403,Yes
Control,,259.3947892,312.9198909,51.10108638,56.90414978,Yes
Control,Medium Value,240.3383967,303.8925954,68.19061264,63.82634177,Yes
Control,,,216.0509011,47.08138701,,Yes
Control,Medium Value,246.5281747,302.3629139,72.18847808,,
Control,Medium Value,163.8412118,211.6156669,69.12161023,,Yes
Treatment,Medium Value,,346.3376315,64.70872788,,
Control,Medium Value,217.0002939,272.4821653,56.1841847,80.49711361,No
Control,Low Value,208.4753109,244.2765774,,,No
Control,Medium Value,,351.2887635,74.50214564,93.54632138,Yes
Control,Low Value,256.153359,301.8955141,47.02520426,56.21395111,Yes
Control,Low Value,121.9121945,134.9645993,54.39392958,70.53657821,
Control,Medium Value,,,65.8031754,65.51636917,No
Control,Low Value,196.6720707,237.8089131,59.36803068,65.46067222,Yes
Treatment,High Value,,370.3802359,,81.82018758,No
Treatment,,130.166783,,50.90709507,61.55073872,Yes
Control,Low Value,,,,55.50858613,No
Treatment,Medium Value,153.7058095,246.8771616,66.51600546,,Yes
Treatment,Medium Value,272.9203799,409.6157749,,52.34355939,No
Treatment,Low Value,157.8046774,246.3593024,50.00261247,68.42278709,Yes
Treatment,Medium Value,,217.8737317,66.71825334,60.76233879,Yes
Control,High Value,228.4655998,265.1243042,83.10405179,,Yes
Treatment,High Value,230.1378985,366.0680322,90.174215,100,
,Medium Value,162.9791633,272.5877801,65.37536274,86.85218279,No
,Low Value,208.6093979,331.722543,57.16598782,57.40164519,Yes
Control,,,370.2436811,75.68312733,64.27842649,No
Control,,213.2143752,260.6020615,100,100,No
Control,Low Value,117.5105689,133.6695233,,,No
Control,Medium Value,198.8903144,242.5972664,79.81703469,88.48254866,
Control,High Value,238.1284792,275.5498966,92.63805858,,Yes
,Low Value,85.39799713,98.4771475,55.18107682,57.56590167,Yes
Control,Low Value,205.1238862,243.5894019,57.05829896,52.78535,Yes
,High Value,204.0152421,313.2060559,93.0016599,,Yes
Treatment,,203.7594763,309.7958916,68.69298269,88.59033528,No
Treatment,,218.2682667,336.3571615,100,100,Yes
Control,Low Value,78.58674327,92.41773521,76,36.97301632,Yes
Control,High Value,223.2856549,275.1589732,68.90180219,70.71943059,Yes
Control,Medium Value,178.477632,215.4572496,78.60764329,78.74170076,No
Control,Low Value,161.8213508,198.464315,54.68562763,,
Control,Medium Value,164.0518794,194.0863824,87.68595007,88.99885218,No
Treatment,High Value,246.4301778,391.0026214,85.19094306,100,Yes
Treatment,High Value,295.0098262,441.4055273,60.96154787,67.45108558,No
Control,Medium Value,156.1977077,178.2566923,66.64745423,,Yes
,High Value,231.7826254,283.4915894,70.24446437,62.96625337,No
Control,Medium Value,,182.7320321,65.99587094,69.81630883,Yes
Control,High Value,249.2047007,298.3196648,82.57201018,,Yes
Treatment,,224.1081731,,,89.24205928,Yes
Control,,173.4237042,204.451603,73.00456792,70.43685712,No
Control,Low Value,184.6230842,213.4722323,59.4993968,72.86522036,Yes
Control,Low Value,225.7280619,265.9440116,56.78172619,67.90694793,Yes
Control,,127.478502,152.4224754,88.7450649,,Yes
Treatment,High Value,163.084757,253.4469509,88.61141286,90.16264139,Yes
,High Value,263.1593979,312.7296925,94.41394514,81.8738422,No
Control,High Value,,282.7180654,100,100,Yes
Treatment,Medium Value,194.7126557,298.5684628,65.50107258,80.03887529,Yes
Treatment,Medium Value,248.8122485,384.3708148,57.98888211,38.54076096,Yes
Treatment,Medium Value,241.036139,364.808573,74.96707194,82.45906392,No
Control,Medium Value,292.6277169,357.3192938,66.30351564,,Yes
Control,,220.9580625,259.5133357,58.94279725,57.22351516,Yes
Treatment,,244.666544,368.7661817,77.92789116,95.17261289,Yes
,High Value,232.3271509,349.9563758,,,No
,,181.9134535,,48.41838209,64.74355744,Yes
,High Value,227.1664056,351.7368222,81.14851585,99.91507129,
Treatment,Medium Value,216.3926841,334.1522984,72.75295496,,Yes
Treatment,,127.0854259,203.995274,53.51841038,57.98930611,Yes
